anchor_id,anchor_raw,anchor_text,rank,neighbor_id,neighbor_raw,neighbor_text,cosine_similarity
10647,/m/0jrv_,Thrash metal,1,8361,/m/05dbyt,Bob Gunton,0.9664543867111206
10647,/m/0jrv_,Thrash metal,2,14532,/m/0zq7r,Vertigo,0.9612327218055725
10647,/m/0jrv_,Thrash metal,3,14206,/m/064lqk,Christian punk,0.9611338973045349
10647,/m/0jrv_,Thrash metal,4,12258,/m/04l58n,Connecticut Whale,0.9604988098144531
10647,/m/0jrv_,Thrash metal,5,4954,/m/0n9dn,London Borough of Camden,0.9598587155342102
10647,/m/0jrv_,Thrash metal,6,12576,/m/0nv99,Madison County,0.9590486884117126
10647,/m/0jrv_,Thrash metal,7,12127,/m/01skcy,3D Realms,0.9587122201919556
10647,/m/0jrv_,Thrash metal,8,9672,/m/048fz,Korea,0.9586443901062012
10647,/m/0jrv_,Thrash metal,9,1297,/m/0cv9b,Texas Instruments,0.9585749506950378
10647,/m/0jrv_,Thrash metal,10,8166,/m/0fczy,Niagara County,0.9585199356079102
11490,/m/021y1s,Warwickshire,1,11070,/m/01vsb_,Gyeonggi-do,0.9621758460998535
11490,/m/021y1s,Warwickshire,2,4830,/m/0jmxb,Cumbria,0.960057258605957
11490,/m/021y1s,Warwickshire,3,4954,/m/0n9dn,London Borough of Camden,0.9569559097290039
11490,/m/021y1s,Warwickshire,4,7547,/m/084kf,Waterloo,0.9565966725349426
11490,/m/021y1s,Warwickshire,5,10547,/m/02b1hb,Dagenham & Redbridge F.C.,0.9562074542045593
11490,/m/021y1s,Warwickshire,6,9248,/m/06l7jj,Sweden women's national football team,0.9555764198303223
11490,/m/021y1s,Warwickshire,7,8766,/m/0drs7,Cattaraugus County,0.9550507664680481
11490,/m/021y1s,Warwickshire,8,10901,/m/02vsw1,European American,0.9548304080963135
11490,/m/021y1s,Warwickshire,9,13730,/m/03dhbp,Transformers,0.9540672302246094
11490,/m/021y1s,Warwickshire,10,10025,/m/0ltv,Auto racing,0.9540009498596191
8928,/m/0crs0b8,Brighton Rock,1,155,/m/0c3ybss,Insidious,0.9675491452217102
8928,/m/0crs0b8,Brighton Rock,2,1011,/m/07sc6nw,Sucker Punch,0.9673569798469543
8928,/m/0crs0b8,Brighton Rock,3,3168,/m/09g7vfw,Dark Shadows,0.9657338261604309
8928,/m/0crs0b8,Brighton Rock,4,5045,/m/0353xq,Quadrophenia,0.9648568630218506
8928,/m/0crs0b8,Brighton Rock,5,8011,/m/0cmf0m0,Puss in Boots,0.9638473987579346
8928,/m/0crs0b8,Brighton Rock,6,3273,/m/0c34mt,From Hell,0.9638067483901978
8928,/m/0crs0b8,Brighton Rock,7,8377,/m/09bw4_,Jumper,0.9631311297416687
8928,/m/0crs0b8,Brighton Rock,8,4982,/m/01sby_,Battle Royale,0.9623178243637085
8928,/m/0crs0b8,Brighton Rock,9,10495,/m/02wwmhc,The Rum Diary,0.961234986782074
8928,/m/0crs0b8,Brighton Rock,10,7214,/m/0dgrwqr,Red State,0.9607402682304382
6873,/m/02vq8xn,Charo Santos-Concio,1,9794,/m/05q9g1,Gulzar,0.9618125557899475
6873,/m/02vq8xn,Charo Santos-Concio,2,4255,/m/0f5hyg,Granada CF,0.9594740867614746
6873,/m/02vq8xn,Charo Santos-Concio,3,6057,/m/0n4mk,Brunswick County,0.9509938359260559
6873,/m/02vq8xn,Charo Santos-Concio,4,11658,/m/02qny_,Landon Donovan,0.9493029713630676
6873,/m/02vq8xn,Charo Santos-Concio,5,11480,/m/0n3ll,Wake County,0.9483776092529297
6873,/m/02vq8xn,Charo Santos-Concio,6,10550,/m/06924p,Country pop,0.9460902214050293
6873,/m/02vq8xn,Charo Santos-Concio,7,2841,/m/0mk7z,Fremont County,0.944476842880249
6873,/m/02vq8xn,Charo Santos-Concio,8,13189,/m/0ftns,Valletta,0.9439009428024292
6873,/m/02vq8xn,Charo Santos-Concio,9,4534,/m/0b_6jz,1983 NCAA Men's Division I Basketball Tournament,0.9431746602058411
6873,/m/02vq8xn,Charo Santos-Concio,10,13703,/m/04qb6g,CBC Television,0.9423386454582214
3611,/m/02xv8m,Oliver Platt,1,6876,/m/03m6_z,Ryan Gosling,0.968795120716095
3611,/m/02xv8m,Oliver Platt,2,4079,/m/0jmj,Alan Alda,0.9684386253356934
3611,/m/02xv8m,Oliver Platt,3,8880,/m/01nfys,Steve Coogan,0.9658409953117371
3611,/m/02xv8m,Oliver Platt,4,8719,/m/0k9j_,Gregory Peck,0.9657153487205505
3611,/m/02xv8m,Oliver Platt,5,8044,/m/0263tn1,Rob James-Collier,0.9653906226158142
3611,/m/02xv8m,Oliver Platt,6,383,/m/01rr9f,Courteney Cox,0.9650694131851196
3611,/m/02xv8m,Oliver Platt,7,1773,/m/06mfvc,Ben Foster,0.965017557144165
3611,/m/02xv8m,Oliver Platt,8,2496,/m/034g2b,Rory Cochrane,0.9644699096679688
3611,/m/02xv8m,Oliver Platt,9,3981,/m/02vntj,Anne Hathaway,0.96390700340271
3611,/m/02xv8m,Oliver Platt,10,3011,/m/05ldnp,Paul Haggis,0.9637794494628906
7359,/m/04b5n0,Arminia Bielefeld,1,10667,/m/0jnr_,Nashville Predators,0.9234564900398254
7359,/m/04b5n0,Arminia Bielefeld,2,12261,/m/04zxrt,Racing Club de Avellaneda,0.9183071851730347
7359,/m/04b5n0,Arminia Bielefeld,3,7579,/m/03mp4f,FC Metalurh Donetsk,0.9168286919593811
7359,/m/04b5n0,Arminia Bielefeld,4,2178,/m/0x2p,Atlanta Braves,0.9090869426727295
7359,/m/04b5n0,Arminia Bielefeld,5,9847,/m/04bsx1,Dean Saunders,0.9058421850204468
7359,/m/04b5n0,Arminia Bielefeld,6,7679,/m/05y8n7,Dance-punk,0.903846263885498
7359,/m/04b5n0,Arminia Bielefeld,7,11919,/m/0byq6h,Stade Brestois 29,0.9023911356925964
7359,/m/04b5n0,Arminia Bielefeld,8,14401,/m/04bp0l,The Biggest Loser,0.901817262172699
7359,/m/04b5n0,Arminia Bielefeld,9,14104,/m/03l7f,Homelessness,0.9010269045829773
7359,/m/04b5n0,Arminia Bielefeld,10,14494,/m/057ph,Mickey Mouse,0.8984079360961914
9654,/m/01gp_d,Finnish Language,1,12820,/m/02t1wn,"Alan Hale, Sr.",0.842598557472229
9654,/m/01gp_d,Finnish Language,2,5525,/m/0dcsx,Alzheimer's disease,0.8410156965255737
9654,/m/01gp_d,Finnish Language,3,10188,/m/03339m,Experimental metal,0.837943971157074
9654,/m/01gp_d,Finnish Language,4,8268,/m/018h8j,Oldham,0.8373482823371887
9654,/m/01gp_d,Finnish Language,5,3030,/m/0d4jl,Anthony Burgess,0.8356983661651611
9654,/m/01gp_d,Finnish Language,6,5309,/m/03l295,Dwyane Wade,0.8346985578536987
9654,/m/01gp_d,Finnish Language,7,14029,/m/02pr67,Pulitzer Prize for Public Service,0.8330993056297302
9654,/m/01gp_d,Finnish Language,8,13355,/m/084x96,Greg Ayres,0.8324042558670044
9654,/m/01gp_d,Finnish Language,9,4150,/m/04mhl,Larry Niven,0.8321690559387207
9654,/m/01gp_d,Finnish Language,10,11929,/m/01jn5,Barrister-GB,0.831874668598175
4557,/m/0177z,Brussels,1,10941,/m/0_jq4,York,0.9267253279685974
4557,/m/0177z,Brussels,2,5808,/m/0n1rj,Tampa,0.9222329258918762
4557,/m/0177z,Brussels,3,6216,/m/02sn34,Kiev,0.9215146899223328
4557,/m/0177z,Brussels,4,11816,/m/0d739,Amherst,0.9201295971870422
4557,/m/0177z,Brussels,5,4083,/m/0_vn7,Knoxville,0.918285071849823
4557,/m/0177z,Brussels,6,11359,/m/01rxw2,Marche,0.9153011441230774
4557,/m/0177z,Brussels,7,11688,/m/03msf,Hertfordshire,0.9150697588920593
4557,/m/0177z,Brussels,8,13167,/m/0sbv7,Decatur,0.9145534038543701
4557,/m/0177z,Brussels,9,8614,/m/0rv97,Marietta,0.9144777655601501
4557,/m/0177z,Brussels,10,9843,/m/0f612,Franklin County,0.912976861000061
13261,/m/0qcrj,Menlo Park,1,3251,/m/03fmfs,Lincoln University,0.9627873301506042
13261,/m/0qcrj,Menlo Park,2,6134,/m/0zchj,Bend,0.961143970489502
13261,/m/0qcrj,Menlo Park,3,6415,/m/0mndw,Newport News,0.9556138515472412
13261,/m/0qcrj,Menlo Park,4,7735,/m/02yxjs,Northern Illinois University,0.9537837505340576
13261,/m/0qcrj,Menlo Park,5,6223,/m/01ljpm,Vassar College,0.9507264494895935
13261,/m/0qcrj,Menlo Park,6,11359,/m/01rxw2,Marche,0.9496716856956482
13261,/m/0qcrj,Menlo Park,7,6495,/m/0l2lk,Monterey County,0.9495617747306824
13261,/m/0qcrj,Menlo Park,8,10928,/m/018jkl,Miyagi Prefecture,0.9488770365715027
13261,/m/0qcrj,Menlo Park,9,8827,/m/01v3k2,Swansea University,0.9488581418991089
13261,/m/0qcrj,Menlo Park,10,6365,/m/01jpyb,"University of Nevada, Reno",0.9486491680145264
14242,/m/02qvkj,Winger,1,5041,/m/0283ph,Ghost in the Shell: Stand Alone Complex,0.9457973837852478
14242,/m/02qvkj,Winger,2,12534,/m/0d7_n,Lviv,0.9440792798995972
14242,/m/02qvkj,Winger,3,13091,/m/064xp,Pisa,0.9430598020553589
14242,/m/02qvkj,Winger,4,14508,/m/04z288,New York State Senate,0.9383007884025574
14242,/m/02qvkj,Winger,5,4810,/m/0586wl,Danubio F.C.,0.9382815361022949
14242,/m/02qvkj,Winger,6,11562,/m/09472,Sparta,0.9366759657859802
14242,/m/02qvkj,Winger,7,4954,/m/0n9dn,London Borough of Camden,0.936130940914154
14242,/m/02qvkj,Winger,8,13811,/m/0dwh5,Fremont,0.9350916147232056
14242,/m/02qvkj,Winger,9,13408,/m/0hknf,Genoa,0.9344298839569092
14242,/m/02qvkj,Winger,10,13518,/m/0p4gy,Jefferson Parish,0.9336134195327759
106,/m/02p65p,Don Cheadle,1,3204,/m/02l4pj,Emily Watson,0.9606269598007202
106,/m/02p65p,Don Cheadle,2,4268,/m/09yrh,Jennifer Aniston,0.9591559171676636
106,/m/02p65p,Don Cheadle,3,5355,/m/07h565,Jacob Vargas,0.9591063857078552
106,/m/02p65p,Don Cheadle,4,2053,/m/05dbf,Nicole Kidman,0.957528829574585
106,/m/02p65p,Don Cheadle,5,37,/m/05vsxz,Chiwetel Ejiofor,0.9536490440368652
106,/m/02p65p,Don Cheadle,6,5222,/m/016zp5,Ian Holm,0.9528939723968506
106,/m/02p65p,Don Cheadle,7,2522,/m/019pm_,Demi Moore,0.9518702030181885
106,/m/02p65p,Don Cheadle,8,367,/m/0bxtg,Tom Hanks,0.9502425193786621
106,/m/02p65p,Don Cheadle,9,820,/m/0151w_,Ben Affleck,0.949941098690033
106,/m/02p65p,Don Cheadle,10,5494,/m/03_wvl,Jorge Garcia,0.9497157335281372
12432,/m/07kfzsg,Hong Kong Film Award for Best Actress,1,11296,/m/058bzgm,Locus Award for Best First Novel,0.8756542205810547
12432,/m/07kfzsg,Hong Kong Film Award for Best Actress,2,4908,/m/02qkk9_,Special Tony Award,0.8740389347076416
12432,/m/07kfzsg,Hong Kong Film Award for Best Actress,3,7364,/m/04fgkf_,Daytime Emmy Award for Outstanding Talk Show Host,0.8729543685913086
12432,/m/07kfzsg,Hong Kong Film Award for Best Actress,4,4459,/m/04ldyx1,Primetime Emmy Award for Outstanding Music Composition - Series,0.8610830307006836
12432,/m/07kfzsg,Hong Kong Film Award for Best Actress,5,2996,/m/07h0cl,AACTA Award for Best Lead Actress,0.8569803237915039
12432,/m/07kfzsg,Hong Kong Film Award for Best Actress,6,5647,/m/09v8db5,Hong Kong Film Award for Best Supporting Actor,0.8526446223258972
12432,/m/07kfzsg,Hong Kong Film Award for Best Actress,7,8128,/m/03ncb2,Grammy Award for Best Contemporary Jazz Album,0.8417620658874512
12432,/m/07kfzsg,Hong Kong Film Award for Best Actress,8,2941,/m/03hj5vf,BFCA Critics' Choice Award for Best Comedy,0.8395742177963257
12432,/m/07kfzsg,Hong Kong Film Award for Best Actress,9,5748,/m/07z2lx,Primetime Emmy Award for Outstanding Miniseries,0.8388807773590088
12432,/m/07kfzsg,Hong Kong Film Award for Best Actress,10,12792,/m/0789r6,Golden Lion,0.8387710452079773
13202,/m/07s4l,Typhoid fever,1,11908,/m/052zgp,Portmore United F.C.,0.9489838480949402
13202,/m/07s4l,Typhoid fever,2,6838,/m/06hzsx,William H. Daniels,0.9406890273094177
13202,/m/07s4l,Typhoid fever,3,12285,/m/02mv_h,Dover Athletic F.C.,0.9390144944190979
13202,/m/07s4l,Typhoid fever,4,10952,/m/0nt4s,Marion County,0.9372321963310242
13202,/m/07s4l,Typhoid fever,5,8229,/m/02wd48,Alan Thicke,0.9370834231376648
13202,/m/07s4l,Typhoid fever,6,1134,/m/0xy28,Auburn,0.934508740901947
13202,/m/07s4l,Typhoid fever,7,14208,/m/0dlm_,Riyadh,0.9341198801994324
13202,/m/07s4l,Typhoid fever,8,5662,/m/05f7w84,Kid vs. Kat,0.9339325428009033
13202,/m/07s4l,Typhoid fever,9,11671,/m/0ljc_,Cartoon Network,0.9332225322723389
13202,/m/07s4l,Typhoid fever,10,3129,/m/03m10r,FC Dynamo Kyiv,0.9331000447273254
2615,/m/025n3p,Vin Diesel,1,314,/m/032xhg,Jason Bateman,0.9600096344947815
2615,/m/025n3p,Vin Diesel,2,5703,/m/02t__3,Timothy Hutton,0.9596863389015198
2615,/m/025n3p,Vin Diesel,3,8020,/m/016ynj,Peter Finch,0.9588547945022583
2615,/m/025n3p,Vin Diesel,4,1488,/m/01fwj8,Minnie Driver,0.9564711451530457
2615,/m/025n3p,Vin Diesel,5,7818,/m/01nms7,Jena Malone,0.9563127160072327
2615,/m/025n3p,Vin Diesel,6,2302,/m/0lx2l,Jim Carrey,0.9545420408248901
2615,/m/025n3p,Vin Diesel,7,8101,/m/0mb5x,Harold Pinter,0.9536287188529968
2615,/m/025n3p,Vin Diesel,8,4898,/m/01vswx5,The Edge,0.9534897804260254
2615,/m/025n3p,Vin Diesel,9,5039,/m/094xh,Stevie Nicks,0.9532760977745056
2615,/m/025n3p,Vin Diesel,10,2042,/m/01y_px,Jeff Goldblum,0.9512296319007874
11438,/m/0tz14,Haverhill,1,9485,/m/0105y2,Lubbock,0.9338257312774658
11438,/m/0tz14,Haverhill,2,13167,/m/0sbv7,Decatur,0.9311343431472778
11438,/m/0tz14,Haverhill,3,11359,/m/01rxw2,Marche,0.9309350252151489
11438,/m/0tz14,Haverhill,4,1214,/m/0r7fy,Modesto,0.9268963932991028
11438,/m/0tz14,Haverhill,5,5589,/m/0rh7t,Gainesville,0.9239833354949951
11438,/m/0tz14,Haverhill,6,8445,/m/0m2cb,Pinal County,0.9229524731636047
11438,/m/0tz14,Haverhill,7,3063,/m/02qvvv,Florida A&M University,0.9217745065689087
11438,/m/0tz14,Haverhill,8,1776,/m/0r540,Oceanside,0.9209318161010742
11438,/m/0tz14,Haverhill,9,9629,/m/02yr1q,Drake University,0.9199029803276062
11438,/m/0tz14,Haverhill,10,10941,/m/0_jq4,York,0.919734001159668
6924,/m/0280061,This Is England,1,5849,/m/03mnn0,Standing in the Shadows of Motown,0.9684758186340332
6924,/m/0280061,This Is England,2,2251,/m/05fgt1,Intolerable Cruelty,0.9657661318778992
6924,/m/0280061,This Is England,3,6137,/m/02z44tp,"Rich Man, Poor Man",0.9613619446754456
6924,/m/0280061,This Is England,4,7563,/m/02x3y41,Green Zone,0.9610236287117004
6924,/m/0280061,This Is England,5,8935,/m/08j7lh,Election,0.9608517289161682
6924,/m/0280061,This Is England,6,5551,/m/0ggbfwf,Salmon Fishing in the Yemen,0.960761547088623
6924,/m/0280061,This Is England,7,840,/m/01m13b,Dancer in the Dark,0.9594033360481262
6924,/m/0280061,This Is England,8,9370,/m/0ddbjy4,Dredd,0.9593931436538696
6924,/m/0280061,This Is England,9,4590,/m/0bmch_x,Unknown,0.9589998126029968
6924,/m/0280061,This Is England,10,4187,/m/016y_f,Cape Fear,0.9581547379493713
5574,/m/037mjv,Inverness Caledonian Thistle F.C.,1,8415,/m/03xyp_,Daniel Nestor,0.9710355997085571
5574,/m/037mjv,Inverness Caledonian Thistle F.C.,2,5230,/m/0cm2xh,World War I,0.9694879055023193
5574,/m/037mjv,Inverness Caledonian Thistle F.C.,3,14495,/m/03ykjs9,Comedy,0.9687449932098389
5574,/m/037mjv,Inverness Caledonian Thistle F.C.,4,10529,/m/049mr,KLM,0.968576192855835
5574,/m/037mjv,Inverness Caledonian Thistle F.C.,5,13060,/m/049wm,Kagoshima,0.9649133682250977
5574,/m/037mjv,Inverness Caledonian Thistle F.C.,6,3719,/m/0h9dj,Skin cancer,0.9641316533088684
5574,/m/037mjv,Inverness Caledonian Thistle F.C.,7,13507,/m/05gd9,Nationalism,0.963715136051178
5574,/m/037mjv,Inverness Caledonian Thistle F.C.,8,14391,/m/08zx0s,Operatic pop,0.9629648923873901
5574,/m/037mjv,Inverness Caledonian Thistle F.C.,9,14483,/m/07jqvw,Perkin Medal,0.9628063440322876
5574,/m/037mjv,Inverness Caledonian Thistle F.C.,10,7406,/m/0gfp09,Kavala F.C.,0.9626381397247314
4552,/m/02bqm0,104th United States Congress,1,7434,/m/01grr2,8th United States Congress,0.9562563300132751
4552,/m/02bqm0,104th United States Congress,2,7692,/m/01gsvb,18th United States Congress,0.9546442031860352
4552,/m/02bqm0,104th United States Congress,3,472,/m/03ww_x,96th United States Congress,0.9489263892173767
4552,/m/02bqm0,104th United States Congress,4,3708,/m/01gssm,13th United States Congress,0.947247326374054
4552,/m/02bqm0,104th United States Congress,5,2473,/m/01gst_,17th United States Congress,0.9466631412506104
4552,/m/02bqm0,104th United States Congress,6,10859,/m/01grq1,6th United States Congress,0.9443680644035339
4552,/m/02bqm0,104th United States Congress,7,4979,/m/01gtcq,27th United States Congress,0.9431318044662476
4552,/m/02bqm0,104th United States Congress,8,857,/m/02bn_p,106th United States Congress,0.9402748346328735
4552,/m/02bqm0,104th United States Congress,9,7663,/m/01h7xx,30th United States Congress,0.9343228936195374
4552,/m/02bqm0,104th United States Congress,10,1625,/m/03z5xd,95th United States Congress,0.9325268268585205
2547,/m/05q4y12,Away We Go,1,1045,/m/05z_kps,Fish Tank,0.973054826259613
2547,/m/05q4y12,Away We Go,2,3644,/m/0gcrg,Seven Brides for Seven Brothers,0.967099666595459
2547,/m/05q4y12,Away We Go,3,5794,/m/03nt59,Entourage,0.9654741883277893
2547,/m/05q4y12,Away We Go,4,11065,/m/05sbv3,Gigi,0.9644244313240051
2547,/m/05q4y12,Away We Go,5,1397,/m/05pbl56,Salt,0.9641243815422058
2547,/m/05q4y12,Away We Go,6,1581,/m/091z_p,Pan's Labyrinth,0.9637974500656128
2547,/m/05q4y12,Away We Go,7,7068,/m/01k0xy,American Wedding,0.9631379246711731
2547,/m/05q4y12,Away We Go,8,3279,/m/09lcsj,Seraphim Falls,0.9621232151985168
2547,/m/05q4y12,Away We Go,9,4982,/m/01sby_,Battle Royale,0.9613678455352783
2547,/m/05q4y12,Away We Go,10,4890,/m/0j3d9tn,Rust and Bone,0.9611870646476746
3527,/m/02mplj,Hamburger SV,1,10185,/m/03j755,APOEL F.C.,0.9687595963478088
3527,/m/02mplj,Hamburger SV,2,8367,/m/08lmt7,Randers FC,0.9664735198020935
3527,/m/02mplj,Hamburger SV,3,10547,/m/02b1hb,Dagenham & Redbridge F.C.,0.9653130769729614
3527,/m/02mplj,Hamburger SV,4,11937,/m/0h08p,Big band,0.9652003049850464
3527,/m/02mplj,Hamburger SV,5,8673,/m/058dm9,Zamalek SC,0.9642094969749451
3527,/m/02mplj,Hamburger SV,6,5381,/m/03x6xl,Panionios G.S.S.,0.9618338346481323
3527,/m/02mplj,Hamburger SV,7,9248,/m/06l7jj,Sweden women's national football team,0.9601282477378845
3527,/m/02mplj,Hamburger SV,8,11495,/m/078ds,Sinhalese people,0.9599292278289795
3527,/m/02mplj,Hamburger SV,9,10498,/m/0425hg,Jeju United FC,0.9593753218650818
3527,/m/02mplj,Hamburger SV,10,13733,/m/018gmr,Markham,0.9576365947723389
12509,/m/03x726,C.D. Nacional,1,13151,/m/0d3fdn,FC Dallas,0.9660589098930359
12509,/m/03x726,C.D. Nacional,2,10984,/m/07b8m1,Denizlispor,0.9632082581520081
12509,/m/03x726,C.D. Nacional,3,3467,/m/01n_2f,Iran national football team,0.9630467295646667
12509,/m/03x726,C.D. Nacional,4,5638,/m/011v3,A.C. Milan,0.9575657844543457
12509,/m/03x726,C.D. Nacional,5,4217,/m/01_lhg,Italy national football team,0.9560391306877136
12509,/m/03x726,C.D. Nacional,6,8621,/m/01c_d,Buffalo Bills,0.9560295939445496
12509,/m/03x726,C.D. Nacional,7,12990,/m/03_3z4,Egypt national football team,0.9557241201400757
12509,/m/03x726,C.D. Nacional,8,2056,/m/06xj93,Khazar Lankaran FK,0.9547752737998962
12509,/m/03x726,C.D. Nacional,9,10498,/m/0425hg,Jeju United FC,0.9544129371643066
12509,/m/03x726,C.D. Nacional,10,13332,/m/03fnn5,Vitesse,0.9529940485954285
5514,/m/0jvs0,Morgan Stanley,1,14201,/m/0l_qt,Kenai Peninsula Borough,0.9672117829322815
5514,/m/0jvs0,Morgan Stanley,2,1273,/m/0cd25,Surgery,0.9616672396659851
5514,/m/0jvs0,Morgan Stanley,3,14419,/m/050yl,Military history,0.9608761668205261
5514,/m/0jvs0,Morgan Stanley,4,9562,/m/0m4yg,Guildhall School of Music and Drama,0.960313081741333
5514,/m/0jvs0,Morgan Stanley,5,13665,/m/0fg1g,Haifa,0.9592848420143127
5514,/m/0jvs0,Morgan Stanley,6,6665,/m/05w3y,Philips,0.957859992980957
5514,/m/0jvs0,Morgan Stanley,7,11748,/m/02kxjx,Western Front,0.9568634033203125
5514,/m/0jvs0,Morgan Stanley,8,8308,/m/01q8hj,Colgate University,0.9563819766044617
5514,/m/0jvs0,Morgan Stanley,9,11168,/m/040p3y,Iraq national football team,0.9563765525817871
5514,/m/0jvs0,Morgan Stanley,10,8680,/m/06d6y,Richard Matheson,0.9551997184753418
1674,/m/0bx8pn,University of North Carolina at Chapel Hill,1,415,/m/01j_9c,University of Iowa,0.9404478669166565
1674,/m/0bx8pn,University of North Carolina at Chapel Hill,2,6534,/m/03tw2s,University of South Carolina,0.93741774559021
1674,/m/0bx8pn,University of North Carolina at Chapel Hill,3,2775,/m/027xx3,Santa Clara University,0.9297417402267456
1674,/m/0bx8pn,University of North Carolina at Chapel Hill,4,447,/m/06pwq,Stanford University,0.9261207580566406
1674,/m/0bx8pn,University of North Carolina at Chapel Hill,5,6055,/m/07ccs,Texas A&M University,0.924902617931366
1674,/m/0bx8pn,University of North Carolina at Chapel Hill,6,7427,/m/01jt2w,Temple University,0.9235677123069763
1674,/m/0bx8pn,University of North Carolina at Chapel Hill,7,10627,/m/013807,San Francisco State University,0.9208132028579712
1674,/m/0bx8pn,University of North Carolina at Chapel Hill,8,7058,/m/01qgr3,University of Tennessee,0.9185938239097595
1674,/m/0bx8pn,University of North Carolina at Chapel Hill,9,12453,/m/01stj9,Old Dominion University,0.9182116985321045
1674,/m/0bx8pn,University of North Carolina at Chapel Hill,10,3991,/m/01q0kg,San Diego State University,0.9174619913101196
1519,/m/0fsm8c,Paul Dano,1,2257,/m/04rsd2,Andrew Lincoln,0.9642807245254517
1519,/m/0fsm8c,Paul Dano,2,6944,/m/04qz6n,Laura Innes,0.9608114957809448
1519,/m/0fsm8c,Paul Dano,3,1664,/m/01t07j,Louis Malle,0.9594305753707886
1519,/m/0fsm8c,Paul Dano,4,3962,/m/01gy7r,Bill Pullman,0.9591878652572632
1519,/m/0fsm8c,Paul Dano,5,4017,/m/02fn5,Dennis Hopper,0.9589471817016602
1519,/m/0fsm8c,Paul Dano,6,4827,/m/042z_g,Tony Goldwyn,0.9571042060852051
1519,/m/0fsm8c,Paul Dano,7,899,/m/0170vn,Peter Fonda,0.9569971561431885
1519,/m/0fsm8c,Paul Dano,8,10332,/m/08w6v_,Kay Alden,0.9569145441055298
1519,/m/0fsm8c,Paul Dano,9,4057,/m/0flw6,Jeff Bridges,0.956351637840271
1519,/m/0fsm8c,Paul Dano,10,10277,/m/01xwv7,Dave Chappelle,0.9562091827392578
6224,/m/0457w0,Ricardo Fuller,1,10337,/m/03k48_,Andy Richter,0.9236025810241699
6224,/m/0457w0,Ricardo Fuller,2,12560,/m/0mgrh,Manche,0.9231536388397217
6224,/m/0457w0,Ricardo Fuller,3,11153,/m/03w6sj,Western Desert Campaign,0.9176754355430603
6224,/m/0457w0,Ricardo Fuller,4,6035,/m/02ctyy,Karisma Kapoor,0.9164952039718628
6224,/m/0457w0,Ricardo Fuller,5,9142,/m/02l101,Ralph Bellamy,0.9158565402030945
6224,/m/0457w0,Ricardo Fuller,6,11440,/m/07s72n,Dubstep,0.914902925491333
6224,/m/0457w0,Ricardo Fuller,7,14297,/m/019z2l,Rocksteady,0.9145498871803284
6224,/m/0457w0,Ricardo Fuller,8,9042,/m/01qn8k,Mischa Barton,0.9120955467224121
6224,/m/0457w0,Ricardo Fuller,9,13872,/m/013gz,Alexandria,0.9084081649780273
6224,/m/0457w0,Ricardo Fuller,10,10568,/m/01pg1d,Illeana Douglas,0.9072007536888123
1584,/m/0m_xy,Kilkenny,1,14523,/m/026y05,Productivity,0.9474930167198181
1584,/m/0m_xy,Kilkenny,2,13979,/m/05z1_,Python,0.9453127980232239
1584,/m/0m_xy,Kilkenny,3,8921,/m/0bn8fw,Michael McConnohie,0.9419456720352173
1584,/m/0m_xy,Kilkenny,4,4972,/m/0l_q9,Juneau,0.9418195486068726
1584,/m/0m_xy,Kilkenny,5,11484,/m/049msk,A.S. Bari,0.9409828782081604
1584,/m/0m_xy,Kilkenny,6,10674,/m/02_l39,NBCUniversal,0.9402242302894592
1584,/m/0m_xy,Kilkenny,7,14481,/m/025spv,Business magnate-GB,0.9397386312484741
1584,/m/0m_xy,Kilkenny,8,12930,/m/038723,Greek American,0.9387978315353394
1584,/m/0m_xy,Kilkenny,9,14013,/m/01j950,Crown prince,0.9380304217338562
1584,/m/0m_xy,Kilkenny,10,9275,/m/027g8gr,ASAP,0.9380302429199219
5881,/m/01515w,Edward Norton,1,2147,/m/016z2j,Robert Downey Jr.,0.9667560458183289
5881,/m/01515w,Edward Norton,2,1487,/m/032v0v,Roland Emmerich,0.9633888602256775
5881,/m/01515w,Edward Norton,3,1384,/m/01713c,Javier Bardem,0.9616864323616028
5881,/m/01515w,Edward Norton,4,7780,/m/0sw6g,Hank Azaria,0.9607852101325989
5881,/m/01515w,Edward Norton,5,2451,/m/03qmx_f,Andy Harries,0.9593423008918762
5881,/m/01515w,Edward Norton,6,7944,/m/027vps,Joseph L. Mankiewicz,0.958952009677887
5881,/m/01515w,Edward Norton,7,3092,/m/05np4c,Ellen Pompeo,0.9576969742774963
5881,/m/01515w,Edward Norton,8,488,/m/01gvr1,Cicely Tyson,0.9558606743812561
5881,/m/01515w,Edward Norton,9,4147,/m/018z_c,Marlee Matlin,0.9556743502616882
5881,/m/01515w,Edward Norton,10,998,/m/05m883,Jim Taylor,0.9549217224121094
13885,/m/09743,Pashtun,1,14500,/m/01_30_,"Strategic Simulations, Inc.",0.9447802305221558
13885,/m/09743,Pashtun,2,10575,/m/01vqq1,New Westminster,0.9443723559379578
13885,/m/09743,Pashtun,3,13791,/m/016m9h,Attorneys in the United States,0.9406619668006897
13885,/m/09743,Pashtun,4,4754,/m/0fr7nt,Sayaji Shinde,0.9372165203094482
13885,/m/09743,Pashtun,5,2877,/m/01hb1t,School of Visual Arts,0.9370898604393005
13885,/m/09743,Pashtun,6,9637,/m/0cmpn,George V,0.9358463883399963
