entity_id,entity_raw,entity_text,dominant_relation,amp_00,amp_01,amp_02,amp_03,amp_04,amp_05,amp_06,amp_07,amp_08,amp_09,amp_10,amp_11,amp_12,amp_13,amp_14,amp_15,amp_16,amp_17,amp_18,amp_19,amp_20,amp_21,amp_22,amp_23,amp_24,amp_25,amp_26,amp_27,amp_28,amp_29,amp_30,amp_31,amp_32,amp_33,amp_34,amp_35,amp_36,amp_37,amp_38,amp_39,amp_40,amp_41,amp_42,amp_43,amp_44,amp_45,amp_46,amp_47,amp_48,amp_49,amp_50,amp_51,amp_52,amp_53,amp_54,amp_55,amp_56,amp_57,amp_58,amp_59,amp_60,amp_61,amp_62,amp_63
4941,/m/01s3vk,Edward Scissorhands,film film other crew. film film crew gig film crew role,0.0807484016-0.0302438233j,0.0796976089-0.0338291749j,0.0861000121-0.0064784149j,0.0846257210-0.0055903615j,0.0827748105-0.0422932431j,0.0853732377-0.0264747888j,0.0944506973-0.0147383157j,0.0896521434+0.0064125839j,0.1179018170-0.0037723253j,0.0874023587+0.0545235388j,0.1049879938+0.0055824183j,0.0697574317+0.0584836490j,0.1397494525+0.0132458983j,0.0720827803+0.0925752223j,0.1243287623+0.0284158960j,0.0482908338+0.0942063257j,0.0578444004-0.0910826176j,0.0772796050-0.0988644883j,0.0631476492-0.0582983792j,0.0787196234-0.0529775359j,0.0745350048-0.1121091023j,0.1204773113-0.0953407064j,0.0840977803-0.0676432326j,0.1111909375-0.0360546559j,0.1362857819-0.0044765631j,0.1021115035+0.0860796347j,0.0922184214+0.0013926990j,0.0633978099+0.0639548972j,0.1830904186+0.0439699255j,0.0645958409+0.1669106632j,0.1229677424+0.0416226648j,0.0295471009+0.1192487478j,0.0502759963-0.0578923412j,0.0522314794-0.0671556666j,0.0683119670-0.0401480831j,0.0739883855-0.0429149754j,0.0488188863-0.0618437231j,0.0622403212-0.0576352403j,0.0723550543-0.0432420038j,0.0839523524-0.0277505703j,0.1396818459-0.0117744431j,0.1140463576+0.0649666563j,0.1251159012+0.0065153777j,0.0880424976+0.0748831481j,0.1555344760+0.0216918141j,0.0823440775+0.1174698919j,0.1352683455+0.0452360287j,0.0466353558+0.1195618361j,0.0293538142-0.1079542860j,0.0558723845-0.1374615431j,0.0487790853-0.0750612989j,0.0762062073-0.0828689635j,0.0489392169-0.1286243647j,0.1178944632-0.1373410523j,0.0734134018-0.0839555264j,0.1243382916-0.0629841536j,0.1651774645+0.0206181239j,0.1104750261+0.1348120719j,0.1105718464+0.0251240637j,0.0622150078+0.1003096849j,0.1891624480+0.1017364562j,0.0197708495+0.2217851430j,0.1208074689+0.0881930143j,-0.0116729271+0.1534715295j
11210,/m/0kctd,Showtime,tv tv network programs. tv tv network duration program,0.1135085151+0.0415938348j,0.1068179905+0.0597595647j,0.1196195483+0.0338653140j,0.0953772664+0.0452745967j,0.1135145873+0.0692526400j,0.0989294201+0.0757043883j,0.1036263630+0.0568309799j,0.0759704560+0.0532951616j,0.1509861499-0.0222715605j,0.1208023131-0.0164643675j,0.1555436552-0.0199440978j,0.1035409123-0.0108633852j,0.1524691135+0.0515025407j,0.1130083278+0.0315189250j,0.1333078891+0.0513744690j,0.0821900219+0.0274162423j,0.1185348034+0.0251049772j,0.1334224045+0.0408427492j,0.1533662677+0.0212490931j,0.1458601505+0.0334739909j,0.1200936586+0.0375507176j,0.1259213239+0.0438588224j,0.1326130331+0.0356868394j,0.1170780882+0.0351541117j,0.1325112730-0.0614772625j,0.1176517755-0.0637814254j,0.1698134094-0.0737872124j,0.1252855510-0.0642951727j,0.1446632147-0.0094578099j,0.1176479086-0.0227616467j,0.1568029821-0.0017147269j,0.1068383455-0.0152185000j,0.1106605306+0.0322733074j,0.1085763723+0.0286660101j,0.1049889922+0.0017565982j,0.0865113363-0.0008258431j,0.1453737319+0.0875544623j,0.1371698529+0.0660853386j,0.1257703900+0.0388271324j,0.0971949771+0.0203278810j,0.1134099513-0.0532554463j,0.0791620240-0.0575888604j,0.0930612907-0.0663111582j,0.0516580343-0.0544210821j,0.1685097814+0.0156764351j,0.1169728115-0.0202871505j,0.1308241636-0.0082867295j,0.0726491660-0.0250474438j,0.0939340740+0.0250094663j,0.1061616316+0.0180775505j,0.1094411984+0.0004094525j,0.1018486097-0.0096610188j,0.1242450550+0.0540313646j,0.1339623928+0.0351062864j,0.1280215532+0.0244837701j,0.1119671017+0.0032618786j,0.0835474581-0.0583667867j,0.0596454255-0.0700978935j,0.0809150487-0.0802005157j,0.0428880155-0.0748910457j,0.1285700500-0.0240408201j,0.0922226980-0.0514797345j,0.1180896088-0.0386696532j,0.0664490387-0.0511074774j
9837,/m/07j9n,Thirty Years' War,military military conflict combatants. military military combatant group combatants,0.1022420749-0.0301868394j,0.1060229167+0.0167714395j,0.0935719684-0.0013879966j,0.1023231596+0.0339361504j,0.1026944295-0.0569965765j,0.0952131525-0.0186965987j,0.0912560746-0.0117735118j,0.0854832679+0.0058243065j,0.1052004322+0.0233865697j,0.0501188338+0.0932717696j,0.0805059597+0.0249658991j,0.0443050079+0.0808450505j,0.1244342923-0.0582423285j,0.1029866934+0.0296895448j,0.0940813199-0.0237025749j,0.0778921098+0.0298873112j,0.1405975074-0.0329634435j,0.1434582174+0.0058415993j,0.1259594113-0.0240635164j,0.1409156024-0.0041511296j,0.1475953311-0.0512555987j,0.1263668835-0.0240146890j,0.1257400364-0.0209077429j,0.1133243367-0.0176737346j,0.1211387813+0.0673706457j,0.0503677875+0.1282454729j,0.1048148870+0.0401833355j,0.0707754940+0.1005477831j,0.1726437211-0.0063418373j,0.1184814721+0.0676975027j,0.1266018748-0.0056108055j,0.1016945243+0.0413923673j,0.0935805291-0.0039821994j,0.0884936675+0.0223687440j,0.0863332450+0.0144436946j,0.0932351649+0.0331349298j,0.1060296595-0.0716987550j,0.0918323696-0.0424864963j,0.1012355983-0.0297531690j,0.0922187567-0.0232575145j,0.0750673339+0.0597493164j,0.0176518690+0.0917133540j,0.0606151521+0.0500654057j,0.0223076772+0.0834706947j,0.1481369287-0.0460552312j,0.1161042973+0.0301866271j,0.1118273661-0.0208809283j,0.0945651159+0.0260035135j,0.1418670565-0.0279626586j,0.1382552087-0.0115625784j,0.1258693039-0.0334319472j,0.1337658018-0.0352503061j,0.1528030634-0.1137802824j,0.1174156293-0.0891855508j,0.1288077384-0.0856730267j,0.0979122147-0.0870087519j,0.1021719351+0.0957135111j,0.0387087800+0.1319847107j,0.1019159928+0.0574913844j,0.0736800134+0.1029978991j,0.2193253487-0.0246222429j,0.1639415026+0.0459755808j,0.1604259312-0.0388145484j,0.1391820908+0.0039955587j
13197,/m/07sqbl,Gaziantepspor,sports sports position players. sports sports team roster team,0.0850032046-0.0184740983j,0.1019787267-0.0277864002j,0.0707563460-0.0052879560j,0.0898372233+0.0106993308j,0.0671614707-0.0702274591j,0.0812042430-0.0536630340j,0.0612020269-0.0470648147j,0.0805601105-0.0150633417j,0.1035666540+0.0153566487j,0.0848965347+0.0697259977j,0.0730694085-0.0006446801j,0.0610064529+0.0578860454j,0.0935783312-0.0766918883j,0.1092267483+0.0170353744j,0.0554484539-0.0616621040j,0.0820238590+0.0195935406j,0.1004471853-0.0333627723j,0.1063077450-0.0571464598j,0.1057000831-0.0440350659j,0.1278081387-0.0443137735j,0.0883886442-0.0914754495j,0.0907872617-0.0771450773j,0.0892013758-0.1014300287j,0.1149002537-0.0660891607j,0.1182737499+0.0485140420j,0.0826250166+0.0868052542j,0.1168384254+0.0059663169j,0.0932404324+0.0755903423j,0.1492654830-0.0520139039j,0.1190700158+0.0478469580j,0.1123457104-0.0851362571j,0.1230736375+0.0348742120j,0.1000785232-0.0011024561j,0.1322859377+0.0134754712j,0.0885858983+0.0100097582j,0.1099888682+0.0563509241j,0.0801595151-0.0697899461j,0.1083392054-0.0388485044j,0.0772987157-0.0502831452j,0.1056159213+0.0044880840j,0.1212316453+0.0567013696j,0.0650744960+0.1405351460j,0.0983994305+0.0281577818j,0.0470471308+0.1211914346j,0.1304952055-0.0727124289j,0.1336088330+0.0686419085j,0.0885253102-0.0686409473j,0.1075811610+0.0651900098j,0.1123256683-0.0050120377j,0.1396782994-0.0074454751j,0.1306011975-0.0168695524j,0.1684748381+0.0167143680j,0.1019705683-0.0759032220j,0.1191396564-0.0496819839j,0.1115229875-0.0931909606j,0.1511978805-0.0340861976j,0.1081485599+0.1008695215j,0.0351071544+0.1482248753j,0.1340612918+0.0571675748j,0.0604812130+0.1535453498j,0.1757114232-0.0146349603j,0.1116206497+0.1112172082j,0.1546515226-0.0664665699j,0.1337789446+0.1037469432j
1983,/m/0266sb_,Celta de Vigo,sports sports position players. sports sports team roster team,0.0999822915+0.0092248600j,0.0701076165+0.0225483365j,0.1002931744-0.0168279484j,0.0929167867+0.0052535590j,0.1329421699-0.0150210168j,0.1042005122+0.0115316585j,0.1141511723-0.0180852581j,0.1135244668+0.0080278181j,0.0832126215+0.0380618051j,0.0494352616+0.0466381013j,0.0868682191+0.0425697267j,0.0625473410+0.0621505342j,0.1218592897-0.0068480633j,0.0974965915+0.0281705149j,0.1082014591+0.0209910404j,0.0987386182+0.0580235235j,0.0854503214+0.0397059321j,0.0892493576+0.0428074710j,0.0906550214+0.0207616761j,0.1184527650+0.0300183650j,0.1295523494-0.0172878318j,0.1478325576-0.0173571035j,0.1096673310-0.0133085642j,0.1570742726-0.0162807703j,0.0838874876+0.0459937453j,0.0851158574+0.0591756701j,0.0832240283+0.0543950088j,0.1029678211+0.0837666541j,0.1227543950-0.0453706346j,0.1476900876-0.0378864110j,0.1170183718-0.0053973519j,0.1702325046+0.0078056538j,0.1046468318-0.0177196469j,0.0944570228-0.0137327602j,0.1201623082-0.0288813952j,0.1361850351-0.0313388593j,0.1093663275-0.0705328062j,0.1104735956-0.0632332638j,0.1160376146-0.0504423156j,0.1435704976-0.0564953126j,0.1008559465+0.0300697088j,0.0867463797+0.0374501608j,0.1117684394+0.0615468025j,0.1158238277+0.0804557800j,0.1152600050-0.0490555875j,0.1233665422-0.0325516164j,0.1287292391+0.0064507811j,0.1587390751+0.0289468542j,0.0872711837+0.0236457735j,0.1148402020+0.0094346181j,0.0980081707+0.0236904547j,0.1607741117+0.0079833232j,0.0951412395-0.0565691814j,0.1215322316-0.0994825214j,0.1015895084-0.0319861546j,0.1661256850-0.0853822678j,0.0921790376+0.0436018184j,0.1246158481+0.0472544990j,0.0916446522+0.0771897435j,0.1572881788+0.1102279201j,0.0935380831-0.0704117417j,0.1275010407-0.1089954749j,0.1202188656-0.0150619932j,0.2074005455-0.0445151739j
13045,/m/0d5fb,Rugby School,education educational institution students graduates. education education student,0.0901036039+0.0372243002j,0.1014823839+0.0416052788j,0.0964660868+0.0316875353j,0.1135419980+0.0284796245j,0.0964032859+0.0301439818j,0.1184943914+0.0234586205j,0.0926523432+0.0103808567j,0.1140433997-0.0076648411j,0.1193056330+0.0216961838j,0.1215626076+0.0289050750j,0.1299871355+0.0553139448j,0.1386369318+0.0515363812j,0.1260956973-0.0045216489j,0.1386446357-0.0111921793j,0.1304727644+0.0095368195j,0.1441991776-0.0104088895j,0.0645948574+0.0296145305j,0.0881666839+0.0054853107j,0.0771119744+0.0097589698j,0.0946062505-0.0296895579j,0.0810220167+0.0121857887j,0.1026661843-0.0350719765j,0.0764006302-0.0207809601j,0.0753869116-0.0777521059j,0.0982078016+0.0455984473j,0.1180693582+0.0116957398j,0.1230832189+0.0566175804j,0.1502328068-0.0020553758j,0.1258410811+0.0036779705j,0.1342230141-0.0587056763j,0.1383703351-0.0119758658j,0.1316409111-0.0955752879j,0.1082159504+0.0038596820j,0.1253952086+0.0220877789j,0.1028287038-0.0047854017j,0.1218251958+0.0032755630j,0.1003088504+0.0168544631j,0.1261448264+0.0257327799j,0.0859076902-0.0031192130j,0.1099364236-0.0077826623j,0.1342215538+0.0182837192j,0.1391457766+0.0441932604j,0.1345266849+0.0498241819j,0.1449555606+0.0645190999j,0.1277064681+0.0174043365j,0.1453888714+0.0317265056j,0.1190868542+0.0280952919j,0.1408684552+0.0285848472j,0.0872062892+0.0060068499j,0.1109070480-0.0170988459j,0.0847219229-0.0199901816j,0.0980019867-0.0547020249j,0.0919197202+0.0009400630j,0.1216886193-0.0393296555j,0.0750967711-0.0321505591j,0.0821406022-0.0810857415j,0.1234451234+0.0507137589j,0.1528206915+0.0246600173j,0.1398101151+0.0568077900j,0.1780011654+0.0078489743j,0.1400983483+0.0300281886j,0.1764650941-0.0198296271j,0.1443226933+0.0124724144j,0.1717703491-0.0613394007j
9272,/m/0gp_x9,Santhanam,people person profession,0.1474748701-0.0540216006j,0.1322599053+0.0156247457j,0.1143914834+0.0034014375j,0.1140603498+0.0353678279j,0.1395305246+0.0022050436j,0.1198907867+0.0320077650j,0.1007875949+0.0393117480j,0.1084685177+0.0489257909j,0.1443823576-0.0613314360j,0.1229772121+0.0085769054j,0.1054657921+0.0088594845j,0.0953045934+0.0307417475j,0.1659333408+0.0123265162j,0.1274505109+0.0389401242j,0.1032841653+0.0598156713j,0.1010511369+0.0584802292j,0.1066410467-0.0552672893j,0.1126551628-0.0128223998j,0.0954299271+0.0004907144j,0.1091309562+0.0199694112j,0.1031172648-0.0025072787j,0.1013169959+0.0114888707j,0.0792392194+0.0366297886j,0.0990678295+0.0401714928j,0.1140423417-0.0529240370j,0.1082827374-0.0102081411j,0.0915549994+0.0133408941j,0.0933874696+0.0252421014j,0.1282073110+0.0155129191j,0.1116243005+0.0247476771j,0.0795649886+0.0622216985j,0.0926437974+0.0582500324j,0.1506582201-0.0429019108j,0.1080225930-0.0223924369j,0.1177432612-0.0117677003j,0.0994219109-0.0223376919j,0.1599059254-0.0179806557j,0.1171906069-0.0310122911j,0.1301044524+0.0062165349j,0.1146443188-0.0351588540j,0.1351277530-0.0666930601j,0.0842315108-0.0338216722j,0.1021511331-0.0190315936j,0.0736816749-0.0261455849j,0.1795139462-0.0316714905j,0.1112486050-0.0429263934j,0.1344538927+0.0097990148j,0.1046378613-0.0362593010j,0.1487817317-0.0398890339j,0.1144662797-0.0342148282j,0.1275481582+0.0029080219j,0.1187575012-0.0241747051j,0.1518350244-0.0018169386j,0.1217155904-0.0320530161j,0.1301510185+0.0341357850j,0.1343017966-0.0256888270j,0.1448413879-0.0533363596j,0.0952316970-0.0404924601j,0.1167077273+0.0024068740j,0.0950064063-0.0238808114j,0.1789452583+0.0020067147j,0.1252643019-0.0374689773j,0.1354122162+0.0508836880j,0.1315126419-0.0186711401j
12822,/m/02lm0t,Kevin Garnett,sports pro athlete teams. sports sports team roster team,0.1565325707+0.0001535225j,0.1403577775+0.0020497544j,0.1429916024-0.0125636328j,0.1112576053+0.0131193176j,0.1562239379-0.0385262780j,0.1234401241+0.0322944485j,0.1519558579-0.0815377533j,0.1175464317+0.0234584399j,0.1438464820+0.0139276562j,0.1064109132+0.0369651020j,0.0942706689+0.0014278514j,0.0583115630+0.0313641243j,0.2013119608-0.0528587922j,0.1299391538+0.0761165991j,0.1382422298-0.0757755265j,0.0901530161+0.0542080812j,0.1283024549+0.0274807625j,0.1355637759+0.0106157623j,0.1127867699+0.0026186474j,0.0994962305+0.0079666283j,0.1434439272+0.0645419136j,0.1017289683+0.1027325094j,0.1581072509+0.0108213872j,0.1035049260+0.0732908398j,0.1151260585-0.0190692060j,0.1013801470-0.0038117352j,0.0644831508-0.0205410700j,0.0513511263+0.0049270052j,0.2023626417-0.0082313390j,0.1344361603+0.0872804150j,0.1331253350-0.0553768836j,0.0891477317+0.0487816483j,0.1218641549-0.0518637747j,0.0864042863-0.0149596538j,0.1108790040-0.0660292730j,0.0738540217-0.0084189922j,0.1435628980-0.0460826568j,0.0825611427+0.0351742133j,0.1401497424-0.0991497785j,0.0852114111+0.0265167188j,0.0948256180-0.0173364021j,0.0531215146+0.0183170233j,0.0643003881-0.0209270436j,0.0329242572+0.0159882214j,0.1522699445-0.0366720296j,0.0578434616+0.0689635575j,0.1092849076-0.0647421107j,0.0464523137+0.0517710745j,0.1292815208-0.0217273198j,0.1004367620-0.0080895945j,0.1098380908-0.0468683392j,0.0777900293-0.0101822112j,0.1620016247+0.0618952923j,0.0683789551+0.0981592536j,0.1854058653-0.0061887489j,0.0811726376+0.0762275606j,0.0828173459-0.0394020118j,0.0603721663-0.0031858734j,0.0450978242-0.0348732248j,0.0339720696+0.0009732759j,0.1795873046-0.0008311979j,0.0677712038+0.0909705535j,0.1255737543-0.0556296706j,0.0549430922+0.0578507520j
672,/m/01wmxfs,Jamie Foxx,award award nominee award nominations. award award nomination award nominee,0.1233383194+0.0363721438j,0.1330522299-0.0470144004j,0.1258088350+0.0861550942j,0.1476549357-0.0164177567j,0.0334142819+0.1388821602j,0.1385593414+0.0378327556j,0.0061159488+0.1461835653j,0.1201163828+0.0467217639j,0.1160608903-0.0350436270j,-0.0171986595-0.1506282836j,0.1476338357+0.0251167659j,0.0477133580-0.1570507139j,0.0172430910+0.1275891364j,0.1104445904-0.0427826643j,-0.0304874536+0.1376073658j,0.1138379946-0.0059560225j,0.0962854251+0.0690391064j,0.1157462448+0.0518289581j,0.0745971799+0.1209721267j,0.1148536652+0.0960721970j,-0.0508473814+0.1205283701j,0.0359942093+0.1258495599j,-0.0890366659+0.1140481532j,0.0194793437+0.1421219260j,0.0820224062-0.0413716733j,0.0177992620-0.1306433678j,0.1061927378+0.0138234794j,0.0840790421-0.1152753755j,-0.0021913308+0.1001864970j,0.1067969874+0.0161460098j,-0.0519245863+0.0941511840j,0.0932369679+0.0561394021j,0.1484792680-0.0558326691j,0.0516788512-0.1515696943j,0.1582857966-0.0639938414j,0.0292387083-0.1515696198j,0.0771415606+0.1135130823j,0.1196866930-0.0469321683j,0.0900855511+0.0978748649j,0.0907221138-0.0685081854j,0.0505937263-0.1047869921j,-0.1218321770-0.0448587686j,0.0747311860-0.1148736700j,-0.1217611060-0.0547228940j,0.0591389500+0.0668841749j,0.0205873661-0.0687827170j,0.0652232319+0.0720010251j,0.0162710510-0.0684513971j,0.1202381551+0.0174330138j,0.1144590601-0.0393643565j,0.1310973018+0.0301268175j,0.1240685210-0.0483977012j,-0.0158350840+0.1095768958j,0.0753705502+0.0700393692j,-0.0110754110+0.1149063036j,0.0926434323+0.0584957264j,0.0352060497-0.0767925084j,-0.0808358416-0.0763954893j,0.0595851541-0.0743156597j,-0.0721533671-0.0920317471j,0.0306246728+0.0574111864j,0.0495167151-0.0406712592j,0.0256536454+0.0645262599j,0.0513189510-0.0406514332j
5688,/m/02q87z6,The Village,film actor film. film performance film,0.0608301423-0.0363116339j,0.0473675765-0.0354239903j,0.0573376678-0.0485585965j,0.0686183721-0.0331665725j,0.0715516731-0.0610175282j,0.0907346979-0.0306827184j,0.0773279220-0.0516273454j,0.1068947017+0.0188799053j,0.0832493082-0.0212316476j,0.0476518460+0.0281861778j,0.0798141509-0.0220841896j,0.0418145359+0.0531247891j,0.1341935843-0.0113685336j,0.0407772176+0.1042305380j,0.1161490977+0.0206143539j,-0.0304941013+0.1174332127j,-0.0067202304-0.1049671099j,0.0305592846-0.0993055776j,0.0206099115-0.0883523971j,0.0881629437-0.0681269616j,0.0234868415-0.1419532299j,0.1551548988-0.0970927253j,0.0811211392-0.0857128575j,0.1674436033+0.0700487792j,0.0967351496-0.0674238503j,0.0792465657+0.0646444112j,0.0894124284-0.0142507125j,0.0136327650+0.1027972624j,0.1795883030-0.0079802517j,-0.0282733534+0.2035821676j,0.0956032276+0.0829696953j,-0.1788706034+0.0682172850j,0.0315004438-0.0681897998j,0.0514389165-0.0803804770j,0.0227728654-0.0599618442j,0.0741016716-0.0605610758j,0.0356202498-0.0806781128j,0.1122548878-0.0535494387j,0.0405459478-0.0584819503j,0.1076392382+0.0189139061j,0.1081669331-0.0219970066j,0.0763109848+0.0805299282j,0.0821819827-0.0097847395j,0.0369073786+0.0970365107j,0.1325529665+0.0232909694j,-0.0171815399+0.1648629755j,0.0784083903+0.0474413410j,-0.1020416319+0.0966385677j,-0.0902424902-0.0746520758j,-0.0506508090-0.1569700986j,-0.0375773869-0.0753468275j,0.0670170188-0.1279890984j,-0.0622770190-0.1307550967j,0.1527093649-0.1805017591j,0.0255016424-0.0956887975j,0.1812789291+0.0480054617j,0.0828837380-0.0909166262j,0.1279957592+0.0934872255j,0.0712397620-0.0168389995j,0.0065513444+0.1266763508j,0.1414590627-0.0039174617j,-0.0815364495+0.2185338438j,0.0477249920+0.0576405451j,-0.1722359210-0.0036568935j
8728,/m/023t0q,Abbas Kiarostami,people person profession,0.1168350428+0.0733995214j,0.1358428597+0.0196096767j,0.0925632790+0.0916337594j,0.1178862378-0.0094290357j,0.0441701151+0.1534000635j,0.1456585675+0.0762090534j,0.0208844915+0.1209463328j,0.1141819209+0.0177168250j,0.1199028492-0.0086481599j,0.0434565097-0.0810137838j,0.1129462346+0.0294304676j,0.0307061374-0.0764809847j,0.1172997877+0.1066962630j,0.1036418900-0.0731067210j,0.0714507774+0.1023213714j,0.0634729415-0.0681060776j,0.1108942479+0.0848826319j,0.1308218688+0.0662466735j,0.1220887303+0.0570568591j,0.1280299723-0.0255908836j,0.0025520241+0.1509840190j,0.0915240720+0.1358188093j,0.0398051515+0.1114865020j,0.1162146106+0.0229910202j,0.1294923276-0.0177637767j,0.0689985082-0.0846922994j,0.1251589060-0.0324176438j,0.0123364851-0.0990310684j,0.1087494642+0.1200096533j,0.1350019574-0.0360911563j,0.1055380329+0.0754391775j,0.0632392466-0.0831567720j,0.1223037541+0.0198039003j,0.0909420699-0.0548095666j,0.1244417876+0.0084750857j,0.0459352657-0.0864436328j,0.0909351110+0.1302240491j,0.1436800361-0.0212102793j,0.0974616110+0.0887853652j,0.0762785152-0.0788568035j,0.0700189322-0.0777338967j,-0.0424463004-0.0665324926j,0.0736848563-0.0777431726j,-0.0623700023-0.0409747809j,0.1511909962+0.0102920700j,-0.0024351701-0.1233040094j,0.1276010871-0.0044029499j,-0.0498900712-0.0813536495j,0.1167075336+0.0414977260j,0.1086512208-0.0139978258j,0.1259984970-0.0237493757j,0.0474384241-0.0950655937j,0.0374662057+0.1402793229j,0.1243692562+0.0584388860j,0.0996921659+0.0746421069j,0.0855605453-0.0687356293j,0.0777063295-0.0823684707j,-0.0250491090-0.0872668996j,0.0394156426-0.1119621322j,-0.0815479532-0.0366659686j,0.1455853879+0.0369723141j,0.0538744777-0.1177453101j,0.1244705915-0.0382350087j,-0.0558978319-0.0890417919j
7018,/m/04wzr,March,travel travel destination climate. travel travel destination monthly climate month,0.0748182014+0.0430441350j,-0.1606306136+0.1279425919j,0.0571696945-0.0310307220j,-0.1542892456+0.0426993258j,0.0963662490-0.0204271134j,-0.2288333625+0.0855420381j,0.0537139513-0.0381668396j,-0.1069175005-0.0663754791j,-0.0936778039+0.0119136572j,-0.1125144511-0.0805425197j,-0.0855145156-0.0486828461j,0.0580875166-0.0233662911j,-0.1332755834-0.0245189480j,0.0183260106-0.0797804371j,-0.0050285505-0.0949037001j,0.0166181773+0.0966162533j,0.0418317281+0.0668101311j,-0.1252296716+0.0473497063j,0.0547142178-0.0276177041j,-0.1218593717+0.0388475880j,0.1115885824+0.0469383299j,-0.2323178053-0.0095687285j,0.0697369799-0.0271275956j,-0.1050264090-0.1215826422j,-0.0956482515+0.0080233030j,-0.1337693930-0.0679490417j,-0.0998969823-0.0129855024j,0.0233898982-0.0626250505j,-0.1595740765-0.0487419888j,-0.0357878841-0.1135019809j,-0.0347341374-0.1302637309j,0.0600607768+0.0762801468j,0.0688077956+0.0648608729j,-0.1320982277+0.0879715085j,0.0522220619-0.0752398893j,-0.1254976094+0.1432833076j,0.0958065391-0.0326329283j,-0.1577103883+0.1117987707j,0.0119119287-0.0826108903j,-0.1478526890+0.0456487536j,-0.1051608324+0.0467517413j,-0.1728659570-0.0531464107j,-0.1166811660+0.0705228895j,-0.0284191743-0.0526938066j,-0.1173255444+0.0660392046j,-0.0759398714-0.0588664636j,-0.1154592037-0.0096229166j,0.0683595166+0.0063968301j,0.0284960177+0.0623525195j,-0.0702390224+0.0254903696j,0.0517749004-0.0674846470j,-0.0680510923+0.1029771492j,0.1001934409+0.0148680722j,-0.1448288858+0.0422265865j,0.0253155045-0.0897294506j,-0.1431413889+0.0334865525j,-0.0925305858+0.0565232933j,-0.1562474966-0.0303100608j,-0.0613753684+0.1020532772j,-0.0576293245-0.0214039460j,-0.1433168203+0.0767370313j,-0.1109404489-0.0690816715j,-0.1240908504+0.0316117965j,0.0480391830-0.0311066508j
10838,/m/0qf5p,Fairbanks,location hud county place place,0.0982370973+0.0121093169j,0.0845944881-0.0052559748j,0.0883176923-0.0203953460j,0.0930075198-0.0191945266j,0.0691486001-0.0386747383j,0.0595738627-0.0473488793j,0.0493723564-0.0577525347j,0.0616758727-0.0636075065j,0.1284787506+0.0297287088j,0.1236315817+0.0134160379j,0.1100726649+0.0027258673j,0.1278315932+0.0148039032j,0.0861750692-0.0380947739j,0.0843618512-0.0477346629j,0.0652676374-0.0484783053j,0.0908003226-0.0507895686j,0.1290651113+0.0061324267j,0.1265245229-0.0235802680j,0.1176229790-0.0274090730j,0.1418491751-0.0364827700j,0.0770787448-0.0508324206j,0.0676999614-0.0726818815j,0.0562297329-0.0686042160j,0.0736595839-0.0915410221j,0.1275846213+0.0861718059j,0.1511528641+0.0710608885j,0.1204300895+0.0581054315j,0.1571871042+0.0862811953j,0.1004498452-0.0074768905j,0.1124221087-0.0265233628j,0.0855757073-0.0208500139j,0.1251467168-0.0220526140j,0.1159856841+0.0775040761j,0.0837754607+0.0711053833j,0.1025245041+0.0439323336j,0.0813594535+0.0716488808j,0.1312902272-0.0493894964j,0.1106035411-0.0244329795j,0.0944276154-0.0593048558j,0.1071805954-0.0239738058j,0.1381190717+0.0734766424j,0.1044765711+0.0831551179j,0.1048422530+0.0509913452j,0.0810115188+0.0919830278j,0.1245176643-0.0741544515j,0.1206395328-0.0411102921j,0.0898078680-0.0606372654j,0.1143244877-0.0207390469j,0.1597375721+0.0215161089j,0.1436516494+0.0270428509j,0.1335291117+0.0050642528j,0.1394483447+0.0435619690j,0.0951144248-0.1196220666j,0.0977659747-0.1048612520j,0.0680440739-0.1085683331j,0.1076481417-0.0957039669j,0.1485811025+0.0756161958j,0.1366066486+0.0951505899j,0.1130837500+0.0611619465j,0.1016838923+0.1160180718j,0.1154063940-0.0844174996j,0.1334033012-0.0672917366j,0.0909951180-0.0648618639j,0.1358365268-0.0339004584j
