entity_id,entity_raw,entity_text,dominant_relation,pca_x,pca_y,tsne_x,tsne_y
9189,/m/0tcj6,Kansas City,location hud county place place,-0.30204213,0.241045,-11.3251295,-6.27901
158,/m/03_3d,Japan,film film release date s. film film regional release date film release region,0.26849887,-1.4170222,-0.8775737,-44.928726
14314,/m/0190_8,Church of Scotland,people person religion,-0.29373187,0.28477466,-5.924663,12.055245
1232,/m/01rh0w,Liv Tyler,award award nominee award nominations. award award nomination award nominee,0.73098516,0.1393637,47.352562,14.193736
11321,/m/03d8njj,Satish Kaushik,people person profession,0.3125362,0.31849027,23.46162,11.090706
2442,/m/0ml25,Dane County,location us county county seat,-0.34716892,0.09130663,-12.204928,-13.731083
8938,/m/01399x,pipe organ,music performance role track performances. music track contribution role,0.38783425,-1.099676,3.2487938,-48.721737
590,/m/041ly3,Curtis Armstrong,film actor film. film performance film,0.082320765,0.3642971,13.264398,17.057396
13674,/m/0q9mp,Tragicomedy,film film genre,-0.16755731,0.16596478,-2.3215742,-12.431267
6049,/m/03mfqm,Colleen Atwood,film film costume design by,0.5938776,-0.07417351,45.72101,10.648343
9543,/m/058vfp4,Henry Grace,award award nominee award nominations. award award nomination award nominee,0.46026695,0.18495965,37.195065,0.15915333
9052,/m/0ynfz,Fargo,location location contains,-0.3422413,0.22622275,-12.573335,4.3964343
2426,/m/0d1mp3,Gary David Goldberg,award award nominee award nominations. award award nomination award nominee,0.24458328,0.37377232,22.538242,9.526781
7041,/m/0vm4s,Royal Oak,people person places lived. people place lived location,-0.22416182,0.23997158,-6.0466638,-6.974093
2088,/m/07wrz,University of Chicago,education educational institution students graduates. education education major field of study,-0.27698833,0.11561805,-17.493792,-12.923531
685,/m/01_vrh,Pietermaritzburg,location location contains,-0.18141194,0.32206613,-1.4144849,13.079858
5050,/m/011yn5,As Good as It Gets,film actor film. film performance film,-0.4634282,-0.73775184,-57.900955,-21.040651
5974,/m/01l79yc,Rachel Portman,film film music,0.6280396,0.20461518,43.43842,7.749042
13043,/m/0hm2b,New Jersey Devils,ice hockey hockey team current roster. sports sports team roster position,-0.29581684,0.26346242,-16.422438,19.681938
653,/m/03qd_,Harry Shearer,award award nominee award nominations. award award nomination award nominee,0.7075462,0.20318794,45.42406,5.2850876
5862,/m/06hx2,Robert F. Kennedy,education educational institution students graduates. education education student,0.5663337,0.2876811,32.764217,4.7317657
3441,/m/02114t,Scarlett Johansson,film actor film. film performance film,0.8389809,0.021240294,55.28435,11.462631
11174,/m/011k4g,Carl Stalling,music instrument instrumentalists,-0.06384292,0.3504809,6.2556033,5.5730586
4088,/m/08tq4x,Ulysses' Gaze,film film release date s. film film regional release date film release region,-0.52280045,-0.27299595,-47.757816,-10.310842
10927,/m/0b_6q5,1988 NCAA Men's Division I Basketball Tournament,time event locations,-0.20054378,0.29109275,-6.70334,5.0141935
1684,/m/02fgpf,Alan Menken,award award nominee award nominations. award award nomination award,0.83037865,0.037561893,53.42024,3.1089492
5794,/m/03nt59,Entourage,award award nominee award nominations. award award nomination nominated for,-0.5028564,-0.20959148,-47.14666,-5.5909185
12781,/m/0430_,Jerusalem,people person places lived. people place lived location,-0.31226313,-0.008923411,-7.492186,-21.451664
9173,/m/0m0nq,Mickey Rooney,film actor film. film performance film,0.14651772,0.36553228,16.769054,6.598698
14181,/m/06zfw,Skateboarding,media common netflix genre titles,0.11993944,0.2837063,12.707919,4.378167
10168,/m/04vjh,Mauritania,organization organization member member of. organization organization membership organization,-0.20063703,-0.1839996,-3.7271392,-25.861374
12279,/m/01t7n9,State Senator,government government office category officeholders. government government position held jurisdiction of office,-0.17619194,0.2970193,1.6984489,15.067153
2532,/m/02pzz3p,Daytime Emmy Award for Outstanding Younger Actress in a Drama Series,award award category nominees. award award nomination nominated for,0.37112015,-0.36668545,18.034286,-37.554195
3878,/m/0lhql,St. Petersburg,location location contains,-0.24587323,0.15661204,-1.2180707,-4.77185
2662,/m/0249kn,Nitty Gritty Dirt Band,award award nominee award nominations. award award nomination award nominee,0.78459376,-0.04390192,54.040432,-1.6834565
13105,/m/0mrf1,Hidalgo County,location hud foreclosure area estimated number of mortgages. measurement unit dated integer source,-0.28028518,0.2820276,-9.781764,15.873094
13283,/m/010r6f,Bellevue,location hud county place place,-0.31517994,0.27841175,-8.910654,2.9920282
2900,/m/0y2dl,Glen Cove,location location contains,-0.22862314,0.10204613,-8.766603,-17.880507
6755,/m/06dfg,Rwanda,olympics olympic sport athletes. olympics olympic athlete affiliation country,0.010739148,-0.5581101,-3.8264568,-27.992376
406,/m/0gkvb7,Primetime Emmy Award for Individual Performance - Variety Or Music Program,award award nominee award nominations. award award nomination award,0.5110383,-1.0039064,14.792562,-43.898785
2938,/m/0840vq,David Guetta,music genre artists,0.70050156,0.1264785,49.170906,0.83159703
12067,/m/018c_r,Starbucks,business job title people with this title. business employment tenure company,-0.23965283,0.29541433,-4.230668,3.0738106
5442,/m/021wpb,Character Actor,people person profession,0.17768085,-0.4766124,0.714545,-14.832268
12818,/m/02zr0z,Virginia Union University,location location contains,-0.38709676,0.18581277,-13.935099,0.23550902
6745,/m/0261x8t,Kim Kardashian,base popstra location vacationers. base popstra vacation choice vacationer,0.7415746,0.10552192,48.07974,7.1883287
13143,/m/0nty_,Sangamon County,location location contains,-0.28550583,0.2839815,-12.514353,16.26988
10975,/m/01p2b_,Nuclear Blast,music record label artist,-0.31890273,0.25435817,-12.361328,-2.8618796
12043,/m/03x42,Irish,film film language,-0.034321174,-0.29699877,2.045484,-11.804596
13986,/m/01dz7z,First Lady,business job title people with this title. business employment tenure company,-0.047456652,0.33841693,9.518193,15.7651005
4065,/m/0cnl1c,Brian Baumgartner,award award nominee award nominations. award award nomination award nominee,0.8312505,-0.035019696,57.12457,14.442382
14352,/m/0gg81w,Educational television,tv tv program genre,-0.17274685,0.30757016,-3.447357,10.177009
2608,/m/08wr3kg,Ellen Chenoweth,award award winner awards won. award award honor award winner,0.26204202,0.3254254,20.520506,10.250938
12900,/m/02yy9r,Dirty Pretty Things,film film genre,-0.5504907,-0.14261493,-47.743786,-2.0370479
11489,/m/06kbb6,Stirling Silliphant,people person profession,0.51371205,0.295182,36.316505,14.128717
1771,/m/0c8wxp,Catholicism,people person religion,0.21395805,-1.3463812,0.7210367,-44.883167
6267,/m/01ky7c,University of Massachusetts Amherst,education educational institution students graduates. education education major field of study,-0.26965147,0.1798048,-18.581816,-10.719402
634,/m/076lxv,Edwin B. Willis,award award nominee award nominations. award award nomination award nominee,0.78276724,-0.013961196,54.166824,14.18217
7711,/m/05wqr1,William Sanderson,award award nominee award nominations. award award nomination award nominee,0.89158213,-0.23612529,60.853703,15.520791
3644,/m/0gcrg,Seven Brides for Seven Brothers,award award nominee award nominations. award award nomination nominated for,-0.53945976,-0.20309132,-47.26185,-4.679627
3269,/m/085pr,William Goldman,award award nominee award nominations. award award nomination award,0.5253322,0.24174613,40.0725,12.943969
13378,/m/0jnr3,Phoenix Coyotes,ice hockey hockey team current roster. sports sports team roster position,-0.06372297,0.36902475,7.763052,11.524378
7541,/m/0gm8_p,Scott Wilson,film actor film. film performance film,0.23197767,0.3266245,27.314856,14.988946
5728,/m/0gw7p,The Sting,award award category nominees. award award nomination nominated for,-0.42564785,-0.6763003,-57.267647,-22.279934
5000,/m/058nh2,Bryan Forbes,people person profession,0.2467235,0.33017087,24.878551,13.896205
13443,/m/026n13j,AC Arles-Avignon,sports sports position players. sports sports team roster team,-0.38964528,0.17196518,-20.87773,19.314718
13030,/m/06ntj,Sports,tv tv program genre,-0.30094618,0.19853097,-12.371054,-5.493285
3728,/m/099bk,Martin Heidegger,influence influence node influenced by,0.30246446,0.3735178,23.659763,9.187482
3652,/m/0p_47,Steve Martin,influence influence node influenced by,0.8925017,-0.09704772,60.828438,12.254096
387,/m/016z5x,Chaplin,film actor film. film performance film,-0.5367522,-0.61503386,-57.848312,-17.28863
10813,/m/0n2z,Athens,film film release date s. film film regional release date film release region,-0.32832474,0.11469835,-11.885894,-18.340405
3164,/m/03cfjg,Marty Stuart,award award winner awards won. award award honor award winner,0.8113456,-0.0076701045,55.882786,13.117274
6528,/m/02l0sf,Ann Sothern,award award nominee award nominations. award award nomination award nominee,0.6717043,0.12654817,44.00037,12.80078
5378,/m/07t3gd,Research Associate,business job title people with this title. business employment tenure company,-0.19744791,0.30148208,0.35790482,14.584833
4564,/m/018w8,Basketball,sports sports team sport,0.18250455,-0.89200604,8.766118,-45.7042
1137,/m/0gqz2,Academy Award for Best Original Song,award award nominee award nominations. award award nomination award,0.5031701,-0.81567633,16.148365,-41.61067
12670,/m/0snty,Bloomington,people person place of birth,-0.2777608,0.10644257,-14.6804285,-14.673577
4573,/m/0hvbj,'N Sync,award award nominee award nominations. award award nomination award,0.7958155,-0.15492213,54.09585,-0.8925936
5753,/m/0b9rdk,Flash Gordon,film film genre,-0.2433606,0.19711459,1.416582,22.968554
10510,/m/0fqww,Drenthe,location location adjoin s. location adjoining relationship adjoins,-0.4025588,0.024541974,-23.056545,14.510347
8346,/m/0m123,The Waltons,award award category nominees. award award nomination nominated for,-0.34501106,0.11193913,-42.569675,1.2841026
6548,/m/0fpkxfd,2011 Sundance Film Festival,film film film festivals,-0.050678775,-0.06781286,-6.194787,15.721597
11133,/m/033dbw,Beloved,film actor film. film performance film,-0.47404617,-0.19639185,-43.619907,-5.2126102
13822,/m/02fp82,Kids' WB,common topic webpage. common webpage category,-0.30829126,0.26367158,-12.165181,9.253058
14478,/m/01pqx6,Whiting Writers' Award,award award category winners. award award honor award winner,-0.040278822,0.3261642,8.434034,11.117529
5425,/m/03y_46,Mark Williams,award award winner awards won. award award honor award winner,0.67545277,0.15820372,47.528126,13.396109
452,/m/050r1z,The Last of the Mohicans,award award category nominees. award award nomination nominated for,-0.5303725,-0.17692009,-46.843243,-5.884585
1889,/m/036c_0,Tim Matheson,people person profession,0.26097524,0.3514263,23.107395,14.756265
4279,/m/03f4xvm,Mos Def,award award winner awards won. award award honor award winner,0.69469774,0.19010371,42.819214,9.591239
2925,/m/0ckrgs,Sailor Moon S the Movie,film film genre,-0.26103008,0.0151465535,-44.1022,3.059306
9512,/m/07d3x,Terry Pratchett,influence influence node influenced by,0.1789136,0.378129,23.029634,12.587086
4349,/m/04gnbv1,Maria Jacquemetton,award award nominee award nominations. award award nomination award nominee,0.71596324,-0.017993152,51.77542,15.338994
626,/m/0kbvb,2004 Summer Olympics,olympics olympic participating country medals won. olympics olympic medal honor olympics,0.41395146,-1.1900247,3.7226233,-47.6069
1776,/m/0r540,Oceanside,location location contains,-0.3991205,0.032307804,-12.990961,-16.774979
9774,/m/033cw,Frederik Pohl,award award nominee award nominations. award award nomination award,0.32110864,0.3572542,21.928705,12.66069
7119,/m/06wpc,Seattle Mariners,sports professional sports team draft picks. sports sports league draft pick school,-0.20771538,0.29594648,-1.8771207,17.101542
5663,/m/09fp45,Kathleen Barr,people person profession,0.29511106,0.30656117,26.550009,13.894606
11936,/m/01tmng,Berkshire Hathaway,business job title people with this title. business employment tenure company,-0.32084978,0.23609298,-14.40848,2.8435137
12884,/m/0h6sv,Benjamin Britten,music genre artists,0.30372727,0.3200869,24.044151,10.5855465
5139,/m/03n69x,Deion Sanders,sports pro athlete teams. sports sports team roster team,-0.019023448,0.35528654,3.5563052,1.8411365
7149,/m/0124ld,1952 Winter Olympics,olympics olympic games sports,0.2978836,-1.0166531,4.5592446,-48.005363
9932,/m/08k1lz,Richard Riehle,education educational institution students graduates. education education student,-0.06868191,0.32271826,8.061388,18.255293
8379,/m/02xcb6n,Primetime Emmy Award for Outstanding Writing - Drama Series,award award category nominees. award award nomination nominated for,0.4326018,-0.529843,18.74624,-39.848152
1894,/m/0c6g29,Dorothy Jeakins,film film costume design by,0.4889474,0.24915618,39.167248,11.804078
6311,/m/04glx0,Hallmark Hall of Fame,tv tv network programs. tv tv network duration program,-0.3248695,-0.10451025,-44.156506,-7.4740353
9446,/m/0kn3g,Ralph Vaughan Williams,music genre artists,0.5015568,0.19544232,33.60052,7.865107
3114,/m/02r5dz,Caesars Entertainment Corporation,business job title people with this title. business employment tenure company,-0.30827755,0.24548209,-17.608461,12.5170555
4173,/m/01y64_,Lena Olin,award award nominee award nominations. award award nomination award nominee,0.57444316,0.22968572,40.264248,11.974845
727,/m/0kv2hv,Norbit,award award winning work awards won. award award honor honored for,-0.4899782,-0.7516525,-58.913128,-19.92338
11612,/m/03cf9ly,Fringe,tv tv producer programs produced. tv tv producer term program,-0.48344308,-0.45744365,-53.48332,-15.124276
7144,/m/08y2fn,Bleak House-GB,media common netflix genre titles,-0.5832903,-0.23133948,-51.409637,-2.9804006
27,/m/05r4w,Portugal,film film release date s. film film regional release date film release region,0.2855904,-1.3731418,-0.9112016,-44.728683
8518,/m/02f1c,Dolly Parton,award award nominee award nominations. award award nomination award nominee,0.772825,0.09822118,50.569782,2.48557
13213,/m/0cm19f,Madan Puri,people person sibling s. people sibling relationship sibling,-0.07368061,0.33784783,6.975545,16.881193
8821,/m/041288,"African, Caribbean & Pacific Group of States",organization organization member member of. organization organization membership organization,0.26957074,-1.0317465,2.658413,-40.230865
11253,/m/01tjt2,Western Cape,location location adjoin s. location adjoining relationship adjoins,-0.44359785,0.0875743,-21.889418,-5.3638678
11787,/m/01f9y_,Jazz rap,music genre artists,-0.14515568,0.31426197,5.5242043,12.481085
12156,/m/02drd3,Merian C. Cooper,award award nominee award nominations. award award nomination award nominee,0.531489,0.23176873,41.736652,8.268272
12075,/m/0qpsn,Tempe,location location contains,-0.29915118,0.23924208,-6.7110605,7.027642
10987,/m/02kc008,Glycine,food food nutrients. food nutrition fact nutrient,0.0135713965,-0.39025396,-26.174301,-15.533832
3228,/m/0m7yy,Peabody Award,award award category winners. award award honor award winner,0.47041923,-0.7726528,14.506428,-40.97233
5967,/m/05b_gq,Swept Away,award award category nominees. award award nomination nominated for,-0.45282215,-0.73821783,-58.667,-19.762957
7066,/m/026r8q,Matt Dillon,award award winner awards won. award award honor award winner,0.80852896,0.069371045,48.238495,10.972381
1146,/m/026q3s3,Case Closed: Captured in Her Eyes,film actor film. film performance film,-0.2405455,0.22500867,1.9543123,21.098627
10882,/m/0drr3,Allegany County,location location adjoin s. location adjoining relationship adjoins,-0.37376487,0.21279842,-12.912928,-7.173258
5409,/m/0786vq,FC Universitatea Craiova,soccer football team current roster. sports sports team roster position,-0.35830438,0.16896087,-13.808305,14.918356
10209,/m/0199wf,Star Wars Holiday Special,film actor film. film performance film,-0.5442191,-0.29912475,-51.137836,-7.920358
5143,/m/015hr,Berlin International Film Festival,film film release date s. film film regional release date film regional debut venue,-0.07393794,-0.4937966,-39.614983,-22.516205
14065,/m/0mvsg,Lexington County,location hud foreclosure area estimated number of mortgages. measurement unit dated integer source,-0.38056612,0.10018718,-14.405328,-17.385231
13893,/m/02x_y,Fields Medal,award award category disciplines or subjects,-0.18471853,0.3178262,1.7141871,14.9926815
2041,/m/01b195,The Rainmaker,film actor film. film performance film,-0.5368303,-0.4453205,-52.89356,-11.0814085
11792,/m/0m2j5,New London County,location location contains,-0.37347084,0.20852077,-10.043401,-9.57536
4920,/m/054bt3,Michael Winterbottom,award award nominee award nominations. award award nomination award,0.30267066,0.37504196,24.763222,9.292948
8308,/m/01q8hj,Colgate University,education educational institution students graduates. education education major field of study,-0.22511612,0.314865,-2.2401872,3.2276313
5067,/m/01vvzb1,DMX,music genre artists,0.70699626,-0.08488536,51.650295,-2.8412554
10926,/m/04fjzv,The Shining,film film release date s. film film regional release date film release region,-0.554296,-0.34465733,-52.842995,-9.64174
6691,/m/02wb6d,Franz Waxman,film film music,0.6314956,0.23854667,43.555508,6.1098385
5344,/m/08s_lw,Chris Bauer,award award nominee award nominations. award award nomination award nominee,0.82879514,-0.10541874,60.89883,13.748553
6592,/m/02079p,Speaker,government government office category officeholders. government government position held jurisdiction of office,-0.3771006,0.1379804,-23.914055,16.138863
11423,/m/09xwz,Academy of Motion Picture Arts and Sciences,organization organization founder organizations founded,-0.1915635,0.29583204,0.61394423,9.586517
4844,/m/09fc83,The Stand,tv tv program regular cast. tv regular tv appearance actor,-0.42369878,-0.45119432,-52.49093,-17.570791
9083,/m/04xg2f,Being Julia,film film genre,-0.5499033,-0.47081783,-56.608112,-10.945552
2085,/m/06ncr,Saxophone,music performance role track performances. music track contribution role,0.32741132,-1.3343841,2.3230376,-48.181347
3143,/m/02n9bh,Strictly Ballroom,award award category nominees. award award nomination nominated for,-0.33903265,0.011603594,-43.810524,2.4102776
6888,/m/01_k71,Harold Arlen,award award nominee award nominations. award award nomination award nominee,0.2649061,0.32955533,26.066345,13.886918
10894,/m/044bn,Joseph Cotten,film actor film. film performance film,-0.122619346,0.3542924,2.9551315,3.8848677
6211,/m/06fqlk,Mission: Impossible III,film actor film. film performance film,-0.4418195,-0.30946183,-46.24989,-12.776784
11097,/m/015qq1,Paul Winfield,education educational institution students graduates. education education student,0.7097713,0.13733274,49.569077,7.7081075
12257,/m/0kv36,Imperial County,location location adjoin s. location adjoining relationship adjoins,-0.35069525,0.22152251,-12.333731,17.756819
2851,/m/0n6bs,Huntington,location location contains,-0.36715358,0.18614852,-9.733479,-11.010354
10084,/m/0fxwx,Montgomery County,location hud foreclosure area estimated number of mortgages. measurement unit dated integer source,-0.26870185,0.25480914,-17.821896,15.406367
9324,/m/0dbbz,Bernardo Bertolucci,award award nominee award nominations. award award nomination award,0.42608154,0.22871912,30.495136,8.975146
4930,/m/027km64,Susan Blu,award award nominee award nominations. award award nomination award nominee,0.2724747,0.33610505,25.827518,12.851759
6653,/m/024tkd,107th United States Congress,government legislative session members. government government position held legislative sessions,-0.21654366,-0.5254523,-39.200024,-23.490646
8977,/m/01z452,Being John Malkovich,award award category nominees. award award nomination nominated for,-0.5299647,-0.49726072,-51.03549,-14.609934
13659,/m/0kv7k,Lake County,location location contains,-0.23817657,0.28490436,-7.9589553,3.5516264
6,/m/01sl1q,Michelle Rodriguez,award award nominee award nominations. award award nomination award nominee,0.84694874,-0.17158389,60.72538,14.28859
4978,/m/01cbt3,John Barry,film film music,0.81167614,0.008235991,55.532047,2.2955039
4700,/m/03d8m4,Paraguay national football team,base x2010fifaworldcupsouthafrica world cup squad current world cup squad. base x2010fifaworldcupsouthafrica current world cup squad current club,-0.45788807,0.004353881,-23.965086,20.220762
3443,/m/016ksk,Master P,people person profession,0.65523016,0.22180921,44.151016,3.9681287
7043,/m/09q17,Slapstick,media common netflix genre titles,0.38742033,-1.1200359,-2.9180708,-48.248592
12873,/m/0b9f7t,Miyuki Sawashiro,people person place of birth,-0.046882242,0.29317164,5.066401,20.666208
9502,/m/0517bc,Emma Roberts,film actor film. film performance film,0.50620276,0.29812163,35.49918,6.8706656
9939,/m/07t3x8,Raj Babbar,award award nominee award nominations. award award nomination award,0.1429009,0.3604673,20.86783,15.895581
10726,/m/02lwv5,Fashion Institute of Technology,location location contains,-0.39891207,0.14883083,-18.381454,7.5280085
5279,/m/03fnmd,FC Utrecht,soccer football team current roster. soccer football roster position position,-0.43723124,0.17222065,-21.500366,16.26308
7618,/m/08k05y,SV Ried,soccer football team current roster. soccer football roster position position,-0.15538038,0.31897873,-8.039499,19.833849
7238,/m/026mj,Delaware,government legislative session members. government government position held district represented,0.16347782,-0.7980983,-7.514145,-28.945543
7244,/m/01cm8w,The Rescuers,film film release date s. film film regional release date film release region,-0.51443,-0.24026254,-49.65607,-7.4689965
11069,/m/07_fl,Venice,people person places lived. people place lived location,-0.4418006,0.10808003,-19.694372,-5.0311437
3501,/m/04gp1d,92nd United States Congress,government legislative session members. government government position held legislative sessions,-0.13057397,-0.72144604,-39.113667,-24.40092
8375,/m/042v2,John Irving,education educational institution students graduates. education education student,0.6143281,0.13727695,45.167217,15.117283
7752,/m/04hhv,Laos,location location adjoin s. location adjoining relationship adjoins,-0.09566052,-0.45516753,-3.855251,-27.716919
13004,/m/0jclr,Washington County,location location adjoin s. location adjoining relationship adjoins,-0.06480107,0.25560886,0.07088693,-6.9644685
13042,/m/04pbsq,U.C. AlbinoLeffe,soccer football team current roster. sports sports team roster position,-0.09897803,0.33375752,2.7762074,11.856432
12057,/m/01fc50,Anti-war,film film genre,-0.25892276,0.17649597,-10.425839,13.717529
2780,/m/0cv3w,Las Vegas,people person spouse s. people marriage location of ceremony,-0.029303387,-0.7922815,-8.138682,-28.214748
10794,/m/0d__g,Philip Johnson,people person profession,-0.015907556,0.35515773,11.591939,12.273598
1389,/m/02rdyk7,National Society of Film Critics Award for Best Director,award award category nominees. award award nomination nominated for,0.54606616,-1.0019711,14.513496,-42.53608
4649,/m/0fbtbt,Primetime Emmy Award for Outstanding Drama Series,award award nominee award nominations. award award nomination award,0.5496813,-0.9830729,15.477937,-43.08676
8445,/m/0m2cb,Pinal County,location location adjoin s. location adjoining relationship adjoins,-0.38439012,0.09523648,-12.353953,-14.190197
10876,/m/0hpz8,Boris Karloff,people person places lived. people place lived location,0.37700772,0.34608763,29.851908,13.247392
10370,/m/065mm1,Edie McClurg,film actor film. film performance film,0.23186798,0.27366996,27.166218,15.753589
10145,/m/0fwc0,Norfolk,location location contains,-0.38610584,0.10050589,-21.674046,-7.91489
5491,/m/013b2h,44th Annual Grammy Awards,award award category winners. award award honor ceremony,0.11083968,-0.62923586,12.272935,-22.068918
1530,/m/015pkc,Tobey Maguire,award award nominee award nominations. award award nomination award nominee,0.7787061,0.1481033,49.17188,11.589315
13409,/m/0b_cr,Merced,location location contains,-0.07056737,0.3505937,5.495674,10.099729
12306,/m/018lbg,Newmarket,people person place of birth,-0.29515374,0.2652462,-8.59548,0.21795301
3848,/m/01b65l,The Bold and the Beautiful,award award winning work awards won. award award honor award,-0.48093748,-0.39177412,-54.588062,-5.8251896
11023,/m/02mg7n,Chelsea College of Art and Design,education educational institution students graduates. education education student,-0.27770376,0.2378915,-2.3168359,-6.372165
5085,/m/02pg45,Four Rooms,film actor film. film performance film,-0.3144539,-0.12487802,-42.55959,-6.878415
3680,/m/0kk9v,Pixar,film film production companies,0.56389153,0.053923905,43.815533,21.641521
13214,/m/05f260,The Samuel Goldwyn Company,film film distributor films distributed. film film film distributor relationship film,-0.2565912,0.22693014,-7.108644,11.493174
3262,/m/03gkn5,Robert Gates,people person employment history. business employment tenure company,0.21574867,0.37529927,19.966003,7.6139975
2414,/m/05zy2cy,Tron: Legacy,film film other crew. film film crew gig film crew role,-0.5329118,-0.17324805,-49.956,-4.0259857
400,/m/06cs95,Into the West,tv tv program regular cast. tv regular tv appearance actor,-0.4172864,0.043350816,-40.190235,-0.028600657
757,/m/04sx9_,Peter Riegert,award award winner awards won. award award honor award winner,0.76885444,-0.23528498,62.38909,12.283006
4011,/m/0kqj1,Harvard Business School,education educational institution students graduates. education education student,-0.36664104,-0.0012526512,-18.446476,-16.307537
7784,/m/02633g,Martin Lawrence,influence influence node influenced by,0.79984856,0.117975414,49.959244,9.460118
10015,/m/027l4q,Pacific Palisades,people person places lived. people place lived location,-0.32648426,0.012909412,-5.7912846,-21.455883
12590,/m/0vp5f,Saginaw,people person places lived. people place lived location,-0.3252377,0.107072234,-9.406149,-15.643834
1193,/m/048lv,Kevin Spacey,award award nominee award nominations. award award nomination award nominee,0.846027,0.051571548,52.78533,6.816558
7461,/m/01xq8v,Bram Stoker's Dracula,film film language,-0.5928539,-0.33890957,-49.804386,-6.1036615
6790,/m/0mg1w,Fine art,education educational institution students graduates. education education major field of study,-0.061319828,-0.8417445,10.968274,-44.833454
10318,/m/0cc1v,Prince George's County,location location adjoin s. location adjoining relationship adjoins,-0.16939645,0.33211088,2.2021387,11.007471
9431,/m/0f2s6,Fort Worth,people person places lived. people place lived location,-0.24764504,-0.24809599,-8.542156,-25.197264
3185,/m/07yvsn,Marie Antoinette,film actor film. film performance film,-0.5314698,-0.5050371,-53.56581,-19.53231
11769,/m/02hg53,Chuck Connors,people person profession,0.005035475,0.36713123,10.99349,11.461234
11409,/m/06kcjr,Hyphy,music genre artists,-0.26948714,0.25765485,-12.117919,9.978623
6291,/m/025v1sx,Maryland Terrapins football,sports sports position players. sports sports team roster team,-0.36779088,0.1586852,-20.977371,20.76415
8099,/m/09r_wb,Shriya Saran,people person languages,0.33052745,0.35416663,25.800108,6.889103
6547,/m/05cc1,Niger,location location adjoin s. location adjoining relationship adjoins,-0.10467599,-0.440916,-3.361339,-27.575504
3997,/m/02yplc,Molly Shannon,film actor film. film performance film,0.4064161,0.34467435,30.901594,13.531827
2417,/m/017t44,Kansai region,location location contains,-0.16762172,0.33038485,0.7700183,13.154392
10748,/m/04kjvt,Sparrow Records,music record label artist,-0.20303373,0.30471897,-1.8923396,-1.5332217
11266,/m/0h63q6t,Wonder Woman,film film other crew. film film crew gig film crew role,-0.4182765,0.054869592,-41.5077,0.99830025
90,/m/09nqf,United States Dollar,film film estimated budget. measurement unit dated money value currency,0.44229972,-1.455708,-0.7293515,-46.52445
12303,/m/0bbc17,Gross out,film film genre,-0.19823442,0.09679645,-16.424238,-11.406961
12616,/m/0ckt6,Airplane!,film film genre,-0.45876473,-0.28360012,-49.467396,-10.601995
1746,/m/0f25w9,Chicken meat,food food nutrients. food nutrition fact nutrient,-0.030196026,0.38113403,8.821333,9.515795
12753,/m/03z1c5,Albania national football team,soccer football team current roster. soccer football roster position position,-0.17697771,0.32127535,-12.014927,21.070314
6965,/m/040696,Anton Yelchin,award award winner awards won. award award honor award winner,0.72778285,-0.014148176,55.553974,17.042515
3585,/m/047fjjr,Shanghai,film film release date s. film film regional release date film release region,-0.5330292,-0.33483022,-50.970127,-9.380794
2881,/m/03hr1p,Road cycling,olympics olympic sport athletes. olympics olympic athlete affiliation country,0.044158153,-0.8546425,8.808377,-45.685455
13174,/m/01vs8ng,Minami Takayama,music genre artists,0.35573533,0.22141689,31.592588,16.656427
11401,/m/01tsbmv,Jonathan Pryce,film actor film. film performance film,0.4526477,0.2946437,33.951286,13.94531
8486,/m/041jlr,Michael Haneke,influence influence node influenced by,0.5041243,0.19418615,37.532333,9.139929
7611,/m/07kbp5,Georgia Bulldogs football team,sports sports position players. sports sports team roster team,-0.3498814,-0.040190876,-21.803545,23.663908
822,/m/0mw93,Washington County,location location adjoin s. location adjoining relationship adjoins,-0.39247686,0.154684,-16.113615,-4.6082563
9132,/m/07m2y,Tuba,music performance role track performances. music track contribution role,0.4292379,-1.296289,2.4785004,-47.998116
4082,/m/01dvms,Patricia Neal,award award nominee award nominations. award award nomination award,0.36543453,0.35097218,27.997547,10.459521
1988,/m/07p62k,Evan Almighty,film actor film. film performance film,-0.54067665,-0.42169464,-50.34963,-12.489384
7478,/m/08t7nz,William A. Fraker,film film cinematography,0.49815577,0.3046853,35.30452,13.708029
2184,/m/01b7b,Bishop,people profession specialization of,-0.25643736,0.28459823,-3.175985,14.965847
13130,/m/014cw2,Billy Bragg,music artist track contributions. music track contribution role,0.24148056,0.28465325,24.34312,15.040933
7612,/m/02n9k,Eleanor Roosevelt,influence influence node influenced by,0.4295305,0.28912556,35.31183,15.261826
10937,/m/02d6n_,Michael Biehn,film actor film. film performance film,0.19952144,0.33124155,19.682734,8.458875
8702,/m/0151zx,Peter Cushing,film actor film. film performance film,0.3880661,0.3194334,30.56364,11.4436245
9157,/m/012qjw,Vomiting,medicine symptom symptom of,-0.3195855,0.21109909,-6.550835,10.42855
9755,/m/05byxm,J Records,music record label artist,-0.16791208,0.30606586,2.2939217,12.945206
5198,/m/03zv9,Serie A,sports sports league teams. sports sports league participation team,-0.09032041,0.3390091,3.3161492,0.34568977
14284,/m/01lkky,House of Stuart,user tsegaran random taxonomy subject entry. user tsegaran random taxonomy entry taxonomy,-0.20545955,0.22118205,-0.33625838,23.838198
7251,/m/087z12,Naseeruddin Shah,film actor film. film performance film,-0.1522264,0.27789307,4.3763475,19.126308
